region,region_population_thousands,latitude,longitude,property_type,property_age,area_sqm,bedrooms,bathrooms,floor,distance_to_center,has_elevator,has_garden,has_parking,price,address,neighborhood,construction_quality,energy_rating,last_renovation,transaction_date,price_per_sqm
Zaghouan,150,36.40440206420804,10.147338661625506,House,27,257,4,2,0,5.1,False,True,False,692000,"101 Impasse Liberté, Zaghouan, Tunisia",,Good,F,,2022-06-26,2693
Tunis,634,36.81454451212883,10.184004602518705,Apartment,31,132,4,1,6,4.7,True,False,True,379000,"63 Avenue Abou Hamed El Ghazali, Apt. 9, Tunis, Tunisia",Carthage,Premium,E,2017.0,2024-01-19,2871
Monastir,200,35.793758583522376,10.833279522062442,Apartment,15,151,3,1,8,2.4,False,False,False,425000,"41 Avenue Centre Ville, Apt. 29, Monastir, Tunisia",Quartier Jardins,Good,E,2010.0,2023-05-12,2815
Manouba,400,36.83062757740329,10.107046204997145,Apartment,12,131,2,2,6,1.6,False,False,False,272000,"115 Impasse Mohamed V, Apt. 20, Manouba, Tunisia",El Lac,Premium,D,2021.0,2024-02-29,2076
Ben Arous,600,36.750105510842594,10.213784228941476,Apartment,19,153,2,1,4,3.8,True,False,False,544000,"35 Place El Ghazela, Ben Arous, Tunisia",,Good,B,2016.0,2022-05-12,3556
Ben Arous,600,36.72882603541714,10.207820141878965,Apartment,18,71,3,1,4,3.1,True,False,True,190000,"167 Place République, Apt. 32, Ben Arous, Tunisia",Résidence Palmeraie,Premium,B,,2023-05-20,2676
Tunis,634,36.790983787051594,10.167322067619697,Apartment,10,76,4,1,3,0.6,True,False,True,267000,"182 Impasse Paris, Tunis, Tunisia",,Standard,C,2022.0,2023-12-14,3513
Monastir,200,35.78960220406753,10.82050278990346,Apartment,26,146,1,1,1,2.0,False,False,True,299000,"180 Impasse Beni Hassen, Apt. 9, Monastir, Tunisia",,Luxury,E,,2022-10-12,2048
Ariana,350,36.85372697411335,10.173218377689848,Apartment,15,77,3,1,4,0.7,False,False,False,211000,"167 Boulevard Riadh El Andalous, Apt. 19, Ariana, Tunisia",Riadh Andalous,Standard,D,,2023-03-17,2740
Jendouba,100,36.503033027316135,8.78674544406703,Villa,22,431,7,3,0,7.6,False,True,True,1854000,"14 Rue Ibn Sina, Jendouba, Tunisia",Résidence Palmeraie,Standard,D,,2022-01-15,4302
Tunis,634,36.825392870800265,10.181642102842813,Apartment,8,72,4,2,9,4.7,True,True,True,500000,"179 Rue Bab Saadoun, Tunis, Tunisia",Quartier Parc,Standard,C,,2022-02-12,6944
Sidi Bouzid,160,35.01368600806465,9.464063937887893,Apartment,12,83,1,1,3,2.5,True,False,True,80000,"19 Rue Mokhtar Attia, Apt. 39, Sidi Bouzid, Tunisia",,Standard,E,,2022-03-24,964
Manouba,400,36.7979502669494,10.078959279179442,House,4,267,4,2,0,5.7,False,True,True,1014000,"127 Avenue Ibn Sina, Manouba, Tunisia",,Good,C,,2024-02-12,3798
Sidi Bouzid,160,35.05182937045697,9.466192849056144,Apartment,18,156,1,1,0,10.2,False,True,False,123000,"119 Avenue Bardo, Apt. 12, Sidi Bouzid, Tunisia",Hay Palmeraie,Standard,D,2021.0,2022-05-05,788
Tunis,634,36.78953917413692,10.189839368183927,Apartment,29,141,2,1,1,3.3,False,False,False,410000,"17 Impasse Bab Bhar, Apt. 35, Tunis, Tunisia",Le Bardo,Good,F,2014.0,2022-04-02,2908
Ben Arous,600,36.74028141842475,10.251754049548435,Apartment,16,102,3,2,1,3.6,False,False,True,250000,"172 Avenue Kheireddine, Apt. 32, Ben Arous, Tunisia",,Standard,B,2022.0,2023-01-10,2451
Tunis,634,36.82465938489357,10.193727008587915,Apartment,29,96,1,1,8,5.1,True,True,False,264000,"193 Avenue Paris, Apt. 21, Tunis, Tunisia",Médina,Premium,D,2015.0,2023-03-22,2750
Sidi Bouzid,160,35.03045682341584,9.463638998715114,House,38,270,4,2,0,10.3,False,True,False,384000,"48 Avenue Ibn Sina, Sidi Bouzid, Tunisia",El Jardins,Good,F,,2023-03-02,1422
Tunis,634,36.798320047914274,10.175336493007292,Villa,24,366,4,4,0,0.6,False,True,True,4397000,"142 Avenue La Marsa, Tunis, Tunisia",Lac 2,Good,D,2009.0,2022-08-30,12014
Kasserine,120,35.153571640545145,8.811432040216289,Apartment,28,80,2,1,1,14.7,False,True,False,62000,"148 Avenue Mongi Slim, Kasserine, Tunisia",Résidence Oliveraie,Luxury,C,2022.0,2023-10-09,775
Ariana,350,36.870905416500406,10.182220121274666,House,3,198,2,1,0,1.4,False,True,False,886000,"161 Avenue Tahar Haddad, Ariana, Tunisia",Quartier Jardins,Basic,F,,2022-05-04,4475
Tataouine,100,32.94150053523439,10.453315067389802,Apartment,1,166,1,2,9,11.0,True,False,True,204000,"118 Place El Ghazela, Apt. 34, Tataouine, Tunisia",,Luxury,C,,2024-01-25,1229
Nabeul,200,36.471373192491306,10.752358493885227,Villa,18,200,7,4,0,7.0,False,True,True,1876000,"123 Rue Habib Bourguiba, Nabeul, Tunisia",Hay Palmeraie,Standard,E,2010.0,2024-03-27,9380
Ariana,350,36.84506860163296,10.20110807738817,Apartment,2,80,1,1,6,4.1,True,False,False,179000,"91 Impasse Ennasr, Apt. 15, Ariana, Tunisia",Riadh Andalous,Basic,F,,2022-03-08,2238
Tunis,634,36.81415633746761,10.199602724866747,Penthouse,7,213,2,3,14,4.6,True,False,True,1614000,"155 Boulevard El Manar, Apt. 5, Tunis, Tunisia",Hay Jardins,Good,F,2023.0,2022-01-27,7577
Manouba,400,36.816447838132,10.079035710877127,House,46,283,5,3,0,3.9,False,True,True,901000,"186 Impasse Farhat Hached, Manouba, Tunisia",Hay Centre,Standard,E,2010.0,2024-01-22,3184
Medenine,200,33.32782246144229,10.508379947688018,House,44,219,3,1,0,3.1,False,True,True,527000,"149 Place Tahar Haddad, Medenine, Tunisia",,Basic,E,,2023-06-06,2406
Ariana,350,36.88309711871968,10.215176448340516,Apartment,19,171,1,1,2,5.7,False,False,False,346000,"167 Avenue El Ghazela, Apt. 20, Ariana, Tunisia",Menzah 6,Standard,D,,2022-10-01,2023
Sfax,330,34.73355930703544,10.776833665486024,Studio,17,58,0,1,9,2.7,True,False,False,59000,"15 Boulevard El Ferdaous, Apt. 31, Sfax, Tunisia",,Standard,D,,2023-07-12,1017
Nabeul,200,36.45186439490047,10.735717138651111,Apartment,0,176,2,1,1,11.9,False,False,False,369000,"1 Impasse Abou Hamed El Ghazali, Apt. 1, Nabeul, Tunisia",Résidence Palmeraie,Basic,A,,2023-01-15,2097
Sfax,330,34.733144356846054,10.769210139708216,Studio,22,62,0,1,9,3.6,False,False,True,64000,"199 Boulevard Tahar Sfar, Apt. 37, Sfax, Tunisia",Afran,Premium,E,2011.0,2022-12-16,1032
Gabès,200,33.88637988065796,10.091933191776894,House,38,273,5,2,0,5.6,False,True,True,735000,"157 Impasse Omar Ibn Al Khattab, Gabès, Tunisia",Cité Jardins,Standard,E,,2023-04-13,2692
Kebili,80,33.7172419093568,8.962567274039852,House,46,203,5,3,0,14.2,False,True,True,336000,"89 Impasse République, Kebili, Tunisia",Quartier Oliveraie,Basic,E,,2023-12-21,1655
Tunis,634,36.81071936471747,10.176119145504494,House,26,149,2,1,0,5.8,False,True,True,635000,"181 Impasse El Menzah, Tunis, Tunisia",Résidence Oliveraie,Standard,D,2016.0,2023-09-14,4262
Sfax,330,34.721443833298146,10.743359718782848,Studio,23,34,0,1,4,5.4,True,False,True,39000,"61 Place Sfax El Jadida, Sfax, Tunisia",Nouvelle Ville,Basic,E,2015.0,2023-10-25,1147
Tunis,634,36.814336943615466,10.197061169459612,Apartment,4,87,1,1,7,0.7,True,False,True,306000,"92 Rue Kheireddine, Apt. 17, Tunis, Tunisia",,Basic,E,,2022-07-16,3517
Manouba,400,36.807823148224934,10.088279359556285,Duplex,10,172,3,2,1,2.4,False,True,True,656000,"72 Boulevard Tahar Sfar, Apt. 11, Manouba, Tunisia",Quartier Lac,Good,F,2021.0,2023-09-10,3814
Sidi Bouzid,160,35.030124874067376,9.49068236482705,Apartment,32,161,2,1,1,4.5,False,False,True,133000,"95 Place Liberté, Apt. 7, Sidi Bouzid, Tunisia",Quartier Médina,Basic,E,,2023-12-04,826
Zaghouan,150,36.40118447234456,10.1183369352762,House,12,136,3,3,0,3.4,False,True,False,435000,"49 Rue République, Zaghouan, Tunisia",Quartier Parc,Good,E,,2024-03-16,3199
Siliana,80,36.09797359873632,9.35751589689124,Apartment,22,174,2,2,8,9.5,False,False,False,133000,"84 Place El Ferdaous, Apt. 19, Siliana, Tunisia",,Standard,E,2016.0,2022-08-18,764
Gafsa,120,34.43414050407975,8.776210695587245,House,53,282,3,1,0,13.8,False,True,True,474000,"149 Impasse Ibn Khaldoun, Gafsa, Tunisia",Quartier Oliveraie,Basic,G,2023.0,2023-06-15,1681
Sfax,330,34.74450012931329,10.778055868824339,Apartment,17,159,1,1,2,4.6,False,False,True,363000,"29 Rue Afran, Apt. 27, Sfax, Tunisia",Chihia,Standard,E,,2022-04-14,2283
Manouba,400,36.79211362983706,10.110881760351843,House,37,183,5,3,0,0.5,False,True,True,666000,"80 Boulevard Hédi Chaker, Manouba, Tunisia",Résidence Médina,Standard,F,2013.0,2022-06-01,3639
Kairouan,150,35.65501542248924,10.120668429032971,House,24,261,5,2,0,2.5,False,True,True,691000,"173 Avenue Ibn Khaldoun, Kairouan, Tunisia",,Good,D,,2022-09-14,2648
Tunis,634,36.79157932656257,10.196220684720993,Apartment,3,163,1,1,8,5.2,True,True,False,554000,"59 Impasse Paris, Apt. 39, Tunis, Tunisia",Le Bardo,Standard,B,,2022-01-20,3399
Zaghouan,150,36.381161024661914,10.134652421044292,House,48,140,3,1,0,1.1,False,True,False,306000,"86 Rue Habib Bourguiba, Zaghouan, Tunisia",Cité Centre,Basic,G,2018.0,2022-04-17,2186
Kasserine,120,35.17887736976265,8.838341233672633,Duplex,0,191,4,2,6,14.5,True,False,False,398000,"17 Impasse Hannibal, Apt. 10, Kasserine, Tunisia",Résidence Jardins,Good,C,,2024-03-26,2084
Monastir,200,35.78744047966599,10.818742953761001,Apartment,32,178,2,1,2,3.3,False,False,False,418000,"35 Impasse Centre Ville, Monastir, Tunisia",Quartier Palmeraie,Standard,C,2013.0,2022-10-20,2348
Medenine,200,33.34820041139437,10.497925071763134,Apartment,25,143,1,2,8,2.5,True,False,True,254000,"129 Impasse Hédi Chaker, Medenine, Tunisia",Hay Oliveraie,Basic,E,2018.0,2023-05-18,1776
Ben Arous,600,36.75659599608734,10.230661324490088,Studio,8,62,0,1,1,1.0,False,True,False,81000,"182 Avenue Mohamed V, Ben Arous, Tunisia",,Premium,B,,2023-02-20,1306
Medenine,200,33.32330699330809,10.518829912983357,House,49,211,4,1,0,9.3,False,True,True,778000,"45 Avenue Tahar Haddad, Medenine, Tunisia",,Standard,C,2022.0,2023-01-31,3687
Sousse,270,35.84285705725544,10.619786268029499,Apartment,21,111,3,2,5,2.9,True,False,True,337000,"29 Avenue Tahar Sfar, Apt. 29, Sousse, Tunisia",Bouhsina,Standard,G,,2023-08-20,3036
Tunis,634,36.80232667436729,10.179743788520298,Studio,7,68,0,1,7,3.2,True,False,True,134000,"160 Place El Manar, Apt. 23, Tunis, Tunisia",Carthage,Standard,D,,2023-02-12,1971
Manouba,400,36.81184610083956,10.073113630253706,Apartment,29,72,4,1,1,2.5,False,False,False,134000,"173 Impasse Bardo, Apt. 21, Manouba, Tunisia",,Premium,E,,2022-10-10,1861
Bizerte,150,37.28734075672927,9.891997915371219,House,36,128,3,1,0,3.4,False,True,True,304000,"31 Rue 14 Janvier, Bizerte, Tunisia",Résidence Oliveraie,Premium,E,2013.0,2023-07-16,2375
Manouba,400,36.79150969388899,10.116831447588583,Villa,21,347,6,3,0,3.0,False,True,True,2799000,"113 Boulevard Liberté, Manouba, Tunisia",Quartier Centre,Premium,E,2014.0,2022-09-28,8066
Tunis,634,36.82404561082051,10.183612837499853,Apartment,25,101,1,1,0,5.4,False,False,True,247000,"63 Impasse Paris, Tunis, Tunisia",,Good,G,,2023-03-18,2446
Kef,120,36.17133658550312,8.700274483714018,House,34,165,3,3,0,2.9,False,True,False,313000,"19 Rue République, Kef, Tunisia",,Basic,F,2019.0,2022-03-31,1897
Ariana,350,36.86195627214312,10.195960207305532,House,18,174,4,2,0,2.3,False,True,False,798000,"62 Rue Ennasr, Ariana, Tunisia",Menzah 6,Good,C,2023.0,2022-12-06,4586
Medenine,200,33.347493417272325,10.516581872739616,House,32,239,4,2,0,2.8,False,True,False,653000,"137 Place Habib Bourguiba, Medenine, Tunisia",Cité Palmeraie,Basic,F,2014.0,2023-09-22,2732
Gabès,200,33.903124993498245,10.11301404469316,Apartment,0,105,1,1,2,10.8,False,True,False,159000,"42 Avenue Charles de Gaulle, Apt. 28, Gabès, Tunisia",El Parc,Standard,E,,2022-04-19,1514
Bizerte,150,37.2948522661268,9.873868424971002,House,38,148,5,2,0,11.5,False,True,False,349000,"197 Boulevard El Ferdaous, Bizerte, Tunisia",El Oliveraie,Basic,E,2014.0,2022-01-28,2358
Tunis,634,36.78344422969595,10.15909150902533,Studio,23,42,0,1,5,5.8,True,True,False,54000,"67 Rue Kheireddine, Apt. 35, Tunis, Tunisia",Hay Jardins,Standard,D,2020.0,2022-04-27,1286
Kef,120,36.17102437628324,8.720599310847748,Apartment,5,79,4,1,6,2.2,False,False,False,112000,"131 Rue Ibn Khaldoun, Apt. 27, Kef, Tunisia",Résidence Médina,Good,C,2022.0,2022-11-03,1418
Kairouan,150,35.66986120750234,10.082907185229741,Apartment,16,154,3,2,9,2.5,True,False,False,230000,"141 Boulevard Bardo, Apt. 3, Kairouan, Tunisia",,Good,C,2016.0,2022-11-24,1494
Medenine,200,33.35742475483562,10.525749738595145,Villa,22,245,4,2,0,14.0,False,True,True,1272000,"34 Rue Mohamed V, Medenine, Tunisia",,Standard,D,,2022-06-22,5192
Tunis,634,36.782332076334704,10.160971204619518,House,33,249,2,1,0,4.3,False,True,True,981000,"20 Boulevard Bab Bhar, Tunis, Tunisia",Carthage,Standard,F,2022.0,2023-08-11,3940
Sousse,270,35.824466937773096,10.62648336239164,Apartment,30,124,2,2,2,5.4,False,False,False,249000,"115 Rue Khezama, Apt. 17, Sousse, Tunisia",Quartier Oliveraie,Good,E,2016.0,2023-03-30,2008
Siliana,80,36.098507560719604,9.383115110198517,House,32,267,4,1,0,9.0,False,True,True,394000,"17 Impasse Paris, Siliana, Tunisia",,Standard,G,2018.0,2023-11-03,1476
Ariana,350,36.840925518276265,10.197844160543596,Apartment,3,140,4,2,2,1.6,False,False,False,470000,"137 Impasse Hédi Chaker, Apt. 13, Ariana, Tunisia",Riadh Andalous,Standard,B,,2024-03-27,3357
Tunis,634,36.79832662725807,10.204755631165293,Apartment,9,94,2,1,6,3.2,True,False,False,313000,"73 Place La Marsa, Apt. 31, Tunis, Tunisia",Médina,Basic,F,,2022-04-15,3330
Sousse,270,35.82326395244158,10.655983185465816,Studio,23,60,0,1,2,3.6,False,False,True,65000,"54 Avenue Habib Bourguiba, Sousse, Tunisia",Cité Jardins,Basic,D,2018.0,2023-04-12,1083
Manouba,400,36.78590872952704,10.077163733321504,House,7,277,2,3,0,1.0,False,True,False,1223000,"49 Boulevard Hannibal, Manouba, Tunisia",Hay Palmeraie,Luxury,A,,2023-11-11,4415
Kebili,80,33.69841345189722,8.987947835292779,House,26,250,5,1,0,11.8,False,True,True,436000,"127 Boulevard Tahar Haddad, Kebili, Tunisia",Cité Médina,Premium,E,2021.0,2022-07-27,1744
Medenine,200,33.342130203971514,10.51770702624411,Duplex,11,191,3,3,6,1.7,False,False,True,754000,"186 Avenue République, Apt. 9, Medenine, Tunisia",Quartier Centre,Standard,E,,2024-01-27,3948
Siliana,80,36.073576481679744,9.3559747151488,House,48,198,4,2,0,1.3,False,True,False,369000,"12 Impasse Ibn Khaldoun, Siliana, Tunisia",Hay Centre,Basic,F,,2022-01-09,1864
Sidi Bouzid,160,35.0256019410376,9.493065170555887,House,38,127,5,1,0,6.2,False,True,True,170000,"17 Rue Mokhtar Attia, Sidi Bouzid, Tunisia",El Palmeraie,Standard,E,2015.0,2022-10-08,1339
Ariana,350,36.88107085496073,10.193349966409219,Apartment,33,131,4,1,6,3.2,True,False,False,315000,"102 Rue Bardo, Apt. 19, Ariana, Tunisia",Borj Louzir,Standard,D,,2022-07-12,2405
Medenine,200,33.32458077650423,10.508380602295594,Apartment,21,103,2,1,3,8.6,True,False,False,139000,"52 Rue Ibn Khaldoun, Apt. 24, Medenine, Tunisia",Quartier Parc,Basic,D,,2023-11-21,1350
Zaghouan,150,36.387646698561426,10.146814385112917,Apartment,21,94,2,2,0,5.9,False,False,False,126000,"191 Impasse Ali Belhouane, Apt. 9, Zaghouan, Tunisia",El Jardins,Premium,E,2020.0,2022-04-11,1340
Jendouba,100,36.48121458613429,8.796656753407037,House,29,181,5,2,0,10.8,False,True,True,319000,"185 Impasse Mohamed V, Jendouba, Tunisia",,Good,F,2019.0,2024-02-25,1762
Gabès,200,33.89665833283492,10.100262774901983,House,16,205,2,2,0,10.2,False,True,False,477000,"38 Avenue El Ghazela, Gabès, Tunisia",Quartier Parc,Standard,G,2023.0,2022-03-13,2327
Tunis,634,36.783409130310915,10.17050927080661,Apartment,6,142,3,1,9,5.2,True,False,False,470000,"92 Impasse Omar Ibn Al Khattab, Apt. 30, Tunis, Tunisia",Manar,Premium,C,,2022-07-14,3310
Béja,100,36.7075142425632,9.182872791903398,House,39,121,3,3,0,7.0,False,True,False,183000,"169 Rue 14 Janvier, Béja, Tunisia",,Standard,F,2009.0,2023-06-01,1512
Sidi Bouzid,160,35.01838671511354,9.50428632529765,Apartment,14,77,2,1,7,1.7,True,False,True,97000,"97 Rue Hédi Chaker, Apt. 39, Sidi Bouzid, Tunisia",,Basic,D,2023.0,2023-04-01,1260
Ariana,350,36.88000821441886,10.178404903741784,Apartment,18,122,3,1,7,0.8,True,False,False,387000,"150 Place Tahar Sfar, Apt. 36, Ariana, Tunisia",Borj Louzir,Good,F,2015.0,2022-11-28,3172
Tunis,634,36.816244401750346,10.191325164414376,House,15,228,5,2,0,4.0,False,True,False,1465000,"126 Impasse Abou El Kacem Chebbi, Tunis, Tunisia",Manar,Good,E,,2022-01-08,6425
Kef,120,36.17743771980352,8.697549954595658,House,22,291,4,2,0,9.1,False,True,False,516000,"189 Impasse Hédi Chaker, Kef, Tunisia",,Good,F,,2023-08-01,1773
Kef,120,36.16420538611284,8.726873797574212,Villa,8,442,4,3,0,4.0,False,True,True,1959000,"17 Avenue Mokhtar Attia, Kef, Tunisia",,Good,D,,2022-07-15,4432
Manouba,400,36.79540887069285,10.102172687892246,Apartment,9,168,3,1,5,5.9,True,False,False,352000,"123 Impasse Mongi Slim, Apt. 9, Manouba, Tunisia",,Standard,C,,2022-03-16,2095
Gabès,200,33.89969408082691,10.102854971910018,Duplex,8,196,4,2,2,6.1,False,False,False,638000,"156 Place République, Apt. 37, Gabès, Tunisia",Hay Centre,Premium,A,,2023-10-14,3255
Ben Arous,600,36.77699811705492,10.23557509464144,Apartment,3,177,1,1,0,3.4,False,False,True,516000,"158 Impasse Carthage, Apt. 11, Ben Arous, Tunisia",Quartier Lac,Premium,F,,2022-01-03,2915
Jendouba,100,36.491830155671565,8.7987233665883,House,30,291,2,3,0,0.7,False,True,False,535000,"72 Place Mohamed V, Jendouba, Tunisia",Hay Médina,Premium,E,2016.0,2024-01-22,1838
Ariana,350,36.8530456185635,10.219178518976097,Apartment,24,161,2,2,9,2.2,True,False,False,386000,"71 Boulevard El Ghazela, Apt. 17, Ariana, Tunisia",Borj Louzir,Standard,D,2018.0,2023-02-25,2398
Tunis,634,36.80538659725304,10.204162353413114,House,53,153,3,2,0,3.7,False,True,True,580000,"129 Impasse Lafayette, Tunis, Tunisia",Carthage,Good,G,2014.0,2024-01-02,3791
Nabeul,200,36.43547991185608,10.71306992526148,Apartment,27,79,4,2,2,8.1,False,False,False,140000,"22 Impasse Mongi Slim, Nabeul, Tunisia",Cité Oliveraie,Premium,C,2012.0,2022-04-18,1772
Jendouba,100,36.485906564797936,8.761018418404344,Duplex,15,209,3,2,4,10.6,True,False,False,404000,"72 Rue Carthage, Apt. 2, Jendouba, Tunisia",,Luxury,D,2023.0,2023-05-09,1933
Mahdia,150,35.51629780112017,11.050427282758875,House,8,175,3,3,0,8.9,False,True,False,604000,"149 Impasse Hédi Chaker, Mahdia, Tunisia",Hay Palmeraie,Standard,C,,2022-08-20,3451
Zaghouan,150,36.409773709472816,10.151732852008431,Apartment,17,147,2,2,5,11.4,True,False,True,230000,"80 Rue El Ghazela, Apt. 7, Zaghouan, Tunisia",,Standard,C,,2022-12-16,1565
Ben Arous,600,36.76271226702067,10.244930406063139,House,11,162,2,1,0,3.5,False,True,True,657000,"125 Boulevard Mokhtar Attia, Ben Arous, Tunisia",,Good,D,,2023-12-21,4056
Kasserine,120,35.154648292719614,8.807923201572303,House,24,169,3,1,0,15.0,False,True,False,246000,"85 Place Mongi Slim, Kasserine, Tunisia",Cité Centre,Premium,F,2009.0,2022-12-20,1456
Manouba,400,36.78588525655187,10.077189500191533,Apartment,34,162,1,1,9,1.1,True,False,False,281000,"146 Rue République, Apt. 35, Manouba, Tunisia",,Standard,G,2021.0,2023-11-12,1735
Ben Arous,600,36.74725927679691,10.251668796934055,Apartment,18,70,1,2,5,1.7,True,False,False,139000,"84 Avenue Abou Hamed El Ghazali, Apt. 9, Ben Arous, Tunisia",Hay Oliveraie,Good,E,2014.0,2023-09-26,1986
Medenine,200,33.33256125488938,10.499146146455166,Apartment,19,127,2,2,0,9.7,False,False,False,179000,"93 Boulevard Mohamed V, Medenine, Tunisia",,Standard,B,2017.0,2023-09-24,1409
Kef,120,36.19831983600469,8.735829900970977,Apartment,32,88,3,1,6,3.7,False,False,False,81000,"49 Avenue Omar Ibn Al Khattab, Apt. 29, Kef, Tunisia",Quartier Parc,Good,E,2019.0,2023-05-17,920
Ben Arous,600,36.77687207515811,10.24462256123342,Apartment,0,147,4,2,1,4.2,False,False,False,452000,"173 Place Farhat Hached, Apt. 2, Ben Arous, Tunisia",Cité Médina,Standard,B,,2022-05-06,3075
Sousse,270,35.824625802902396,10.621073822391796,Apartment,0,89,4,1,7,3.8,True,False,True,254000,"133 Boulevard Carthage, Sousse, Tunisia",Kantaoui,Good,F,,2023-05-05,2854
Sfax,330,34.74551834780758,10.745139752337854,House,25,288,2,1,0,2.4,False,True,True,1335000,"36 Rue Habib Bourguiba, Sfax, Tunisia",,Good,D,2019.0,2023-05-04,4635
Mahdia,150,35.48238623661246,11.083167696757133,Apartment,18,171,2,1,5,8.8,True,False,False,350000,"120 Rue El Ferdaous, Apt. 13, Mahdia, Tunisia",,Standard,D,2023.0,2023-03-29,2047
Kairouan,150,35.677339515295806,10.100012011194357,Apartment,8,117,1,1,0,4.1,False,False,False,139000,"144 Boulevard Abou El Kacem Chebbi, Apt. 23, Kairouan, Tunisia",,Premium,E,2023.0,2022-06-10,1188
Jendouba,100,36.50656095130319,8.778670427871951,House,10,198,3,2,0,5.3,False,True,False,370000,"175 Boulevard Mokhtar Attia, Jendouba, Tunisia",,Standard,C,,2022-04-27,1869
Mahdia,150,35.50182152324506,11.082957265878223,Apartment,13,169,2,2,1,5.6,False,True,False,424000,"87 Avenue El Ferdaous, Apt. 18, Mahdia, Tunisia",El Médina,Good,F,,2023-03-16,2509
Sousse,270,35.840327306448,10.62022960992254,Apartment,2,174,2,2,5,5.9,True,False,True,550000,"116 Place Khezama, Apt. 27, Sousse, Tunisia",El Jardins,Premium,B,,2023-01-27,3161
Siliana,80,36.07398888146103,9.383431132006468,Apartment,29,141,2,1,1,8.0,False,False,True,119000,"120 Place Abou El Kacem Chebbi, Siliana, Tunisia",Cité Parc,Good,E,2016.0,2022-10-23,844
Sidi Bouzid,160,35.04185459595102,9.499107967688548,House,3,238,3,1,0,8.1,False,True,False,376000,"151 Avenue Tahar Sfar, Sidi Bouzid, Tunisia",,Standard,D,,2022-03-02,1580
Ariana,350,36.873881631069274,10.206027360622311,Apartment,0,127,3,1,3,4.0,False,True,True,434000,"35 Rue El Ferdaous, Apt. 3, Ariana, Tunisia",,Basic,E,,2024-03-23,3417
Tunis,634,36.82551089554403,10.194827654710766,House,9,214,5,1,0,1.8,False,True,False,1182000,"200 Avenue Abou El Kacem Chebbi, Tunis, Tunisia",Médina,Basic,D,,2022-03-22,5523
Tataouine,100,32.91974236942699,10.469541859951011,House,14,200,4,1,0,10.2,False,True,True,387000,"171 Rue Tahar Haddad, Tataouine, Tunisia",Hay Oliveraie,Basic,G,,2023-02-03,1935
Tataouine,100,32.92437661025672,10.471444724223405,Apartment,4,107,3,2,8,6.8,True,False,False,136000,"6 Place Hannibal, Apt. 5, Tataouine, Tunisia",Quartier Oliveraie,Good,C,,2022-07-02,1271
Sfax,330,34.75681349823589,10.739004269477805,Studio,28,65,0,1,1,3.1,False,True,True,72000,"76 Impasse Liberté, Apt. 29, Sfax, Tunisia",Chihia,Standard,C,2013.0,2022-11-25,1108
Manouba,400,36.82296403072996,10.097005705689602,Apartment,22,111,1,2,2,4.4,False,True,True,379000,"172 Impasse Mokhtar Attia, Apt. 1, Manouba, Tunisia",,Premium,E,2022.0,2023-08-01,3414
Ariana,350,36.88635563791262,10.19352094680045,Apartment,5,157,3,2,4,4.2,False,False,True,462000,"25 Rue Hannibal, Ariana, Tunisia",,Standard,E,,2022-12-17,2943
Manouba,400,36.78775038738614,10.08665682815364,Apartment,19,76,3,2,2,1.9,False,False,True,179000,"142 Impasse Bardo, Apt. 6, Manouba, Tunisia",Hay Parc,Good,C,,2022-07-20,2355
Monastir,200,35.774010471199254,10.83079588389952,Apartment,7,176,1,2,7,4.1,True,True,False,480000,"70 Avenue Centre Ville, Monastir, Tunisia",,Premium,B,,2022-09-19,2727
Manouba,400,36.7920052891985,10.097754131363427,House,41,258,3,3,0,2.3,False,True,False,723000,"198 Boulevard 14 Janvier, Manouba, Tunisia",,Premium,C,,2023-01-04,2802
Sfax,330,34.73977364010448,10.777133127891899,Villa,15,427,4,3,0,3.0,False,True,True,3746000,"16 Boulevard Sakiet Ezzit, Sfax, Tunisia",Gremda,Luxury,D,,2022-10-03,8773
Sousse,270,35.814620145540765,10.632075872198696,Apartment,30,138,3,1,9,4.2,True,False,True,327000,"121 Rue Bouhsina, Apt. 2, Sousse, Tunisia",Médina,Standard,F,2015.0,2023-04-11,2370
Sidi Bouzid,160,35.03273063318248,9.492411568537955,Studio,6,48,0,1,8,3.2,True,False,False,26000,"129 Impasse Ibn Khaldoun, Apt. 1, Sidi Bouzid, Tunisia",El Lac,Standard,C,,2023-09-19,542
Tataouine,100,32.94940944923359,10.45968120662191,House,19,164,3,2,0,7.6,False,True,True,287000,"63 Avenue Carthage, Tataouine, Tunisia",Cité Médina,Basic,C,2014.0,2024-02-09,1750
Medenine,200,33.3381524497858,10.508391484752588,House,52,240,4,2,0,12.0,False,True,False,515000,"119 Rue Ali Belhouane, Medenine, Tunisia",Quartier Jardins,Standard,E,2014.0,2023-04-30,2146
Sousse,270,35.815612198115616,10.616804992088179,Apartment,14,147,4,2,4,3.7,True,False,False,481000,"76 Avenue Tahar Haddad, Apt. 2, Sousse, Tunisia",Sahloul,Standard,D,2021.0,2022-05-23,3272
Ben Arous,600,36.74428589622239,10.225484478296673,Apartment,25,142,4,2,9,4.4,False,False,True,450000,"63 Avenue Abou El Kacem Chebbi, Apt. 25, Ben Arous, Tunisia",El Jardins,Standard,C,2014.0,2023-07-01,3169
